prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmca_pmo_maxim	prmca_pmo_utiliz	prmca_pmo_reserv	prmca_psa_discon	prmca_psa_conta	saldo_actual_giros	monto_mitigador
346	1	0	2404415	261000000.00	243453678.96	0.00	17546321.04	17546321.04	0.00	0.00	
377	1	3	2404416	35000000.00	0.00	26831833.30	8168166.70	35000000.00	0.00	30821968.33	
245	1	0	2404417	11300000.00	11044275.37	0.00	255724.63	255724.63	0.00	0.00	
594	2	3	2404418							0.00	
594	2	3	2404419							0.00	
597	1	3	2404420	100000000.00	20208333.35	0.00	79791666.65	79791666.65	20208333.35	0.00	
341	1	0	2404421	200000000.00	194452585.70	0.00	5547414.30	5547414.30	13865596.75	0.00	
307	1	3	2404422	15000000.00	15000000.00	0.00	0.00	0.00	15000000.00	0.00	
265	2	3	2404423							0.00	
347	1	0	2404424	30000000.00	23674780.65	0.00	6325219.35	6325219.35	0.00	0.00	
405	2	3	2404425							0.00	
255	1	0	2404426	125000000.00	110195878.76	0.00	14804121.24	14804121.24	42851630.45	0.00	
405	1	3	2404427	110000000.00	109624996.32	0.00	375003.68	375003.68	105874996.32	0.00	
405	1	3	2404428	50000000.00	0.00	3136581.71	46863418.29	50000000.00	0.00	0.00	
597	1	0	2404429	125500000.00	123305425.39	0.00	2194574.61	2194574.61	4681259.10	0.00	
460	1	0	2404430	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
245	1	0	2404431	15000000.00	14627273.60	0.00	372726.40	372726.40	0.00	0.00	
210	2	0	2404432							0.00	
210	1	0	2404433	15000000.00	10260458.12	0.00	4739541.88	4739541.88	666666.00	0.00	
398	2	3	2404434							0.00	
250	1	0	2404435	100000000.00	67721445.10	0.00	32278554.90	32278554.90	0.00	0.00	
330	1	3	2404436	20000000.00	333333.30	0.00	19666666.70	19666666.70	333333.30	57519941.70	
297	1	3	2404437	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	20000000.00	
210	1	3	2404438	255000000.00	255000000.00	0.00	0.00	0.00	255000000.00	0.00	
295	1	0	2404439	49000000.00	21243108.92	0.00	27756891.08	27756891.08	0.00	0.00	
292	1	0	2404440	20000000.00	7960441.70	0.00	12039558.30	12039558.30	0.00	0.00	
461	1	0	2404441	11080000.00	10209018.67	0.00	870981.33	870981.33	0.00	0.00	
290	1	0	2404442	38500000.00	35999592.38	0.00	2500407.62	2500407.62	0.00	0.00	
255	1	3	2404443	55000000.00	22790540.49	0.00	32209459.51	32209459.51	22790540.49	0.00	
303	1	0	2404444	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	0.00	
594	2	3	2404445							0.00	
562	2	3	2404448							0.00	
562	2	3	2404449							0.00	
210	1	0	2404451	30000000.00	30000000.00	0.00	0.00	0.00	0.00	0.00	
265	1	0	2404452	20000000.00	17561195.05	0.00	2438804.95	2438804.95	10732483.65	0.00	
285	1	0	2404454	250000000.00	217530915.34	0.00	32469084.66	32469084.66	36235896.49	0.00	
362	2	3	2404455							408850047.58	
332	1	3	2404456	25000000.00	0.00	0.00	0.00	0.00	0.00	26219363.20	
321	1	0	2404457	14500000.00	0.00	0.00	0.00	0.00	0.00	14910806.34	
265	1	0	2404458	60000000.00	35000000.00	0.00	25000000.00	25000000.00	0.00	0.00	
297	1	3	2404459	40000000.00	18666666.70	0.00	21333333.30	21333333.30	18666666.70	0.00	
290	1	0	2404460	50000000.00	45000000.00	0.00	5000000.00	5000000.00	0.00	0.00	
295	1	0	2404461	25000000.00	23219950.77	0.00	1780049.23	1780049.23	0.00	0.00	
245	1	0	2404462	10000000.00	6230496.30	0.00	3769503.70	3769503.70	0.00	0.00	
909	1	3	2404463	20000000.00	6933333.33	0.00	13066666.67	13066666.67	6933333.33	0.00	
295	1	3	2404464	18000000.00	0.00	7200000.00	10800000.00	18000000.00	0.00	0.00	
210	1	0	2404465	4200000.00	0.00	0.00	4200000.00	4200000.00	0.00	4465509.68	
909	1	3	2404466	10000000.00	0.00	10000000.00	0.00	10000000.00	0.00	0.00	
210	1	0	2404467	64000000.00	31999998.00	0.00	32000002.00	32000002.00	0.00	0.00	
302	1	0	2404468	40000000.00	23247195.40	0.00	16752804.60	16752804.60	0.00	0.00	
131	1	3	2404469	8000000.00	0.00	0.00	8000000.00	8000000.00	0.00	0.00	
285	1	0	2404470	250000000.00	247948709.97	0.00	2051290.03	2051290.03	64605202.24	350308822.57	
946	2	3	2404471							21234177.33	
131	1	3	2404472	11250000.00	0.00	0.00	0.00	0.00	0.00	0.00	
290	1	0	2404473	29000000.00	28045449.55	0.00	954550.45	954550.45	987855.30	0.00	
905	1	3	2404475	69000000.00	0.00	0.00	0.00	0.00	0.00	71237086.58	
297	1	3	2404476	20000000.00	0.00	10000000.00	10000000.00	20000000.00	0.00	0.00	
255	1	0	2404477	55000000.00	46692276.30	0.00	8307723.70	8307723.70	0.00	0.00	
948	1	3	2404478	20000000.00	7916666.66	0.00	12083333.34	12083333.34	7666666.66	0.00	
405	2	3	2404479							0.00	
275	1	3	2404480	19500000.00	0.00	0.00	19500000.00	19500000.00	0.00	0.00	
596	2	3	2404481							0.00	
210	1	0	2404482	64000000.00	42666666.67	0.00	21333333.33	21333333.33	0.00	0.00	
302	1	0	2404484	43000000.00	34983604.10	0.00	8016395.90	8016395.90	3524206.40	0.00	
405	2	0	2404485							0.00	
245	2	0	2404487							0.00	
927	1	0	2404488	5000000.00	4024479.50	0.00	975520.50	975520.50	0.00	0.00	
131	1	3	2404489	12000000.00	6420048.12	0.00	5579951.88	5579951.88	6420048.12	0.00	
346	1	0	2404490	20000000.00	15621126.16	0.00	4378873.84	4378873.84	0.00	0.00	
131	1	3	2404492	12100000.00	2000000.00	0.00	10100000.00	10100000.00	2000000.00	0.00	
341	1	0	2404493	20000000.00	19646594.25	0.00	353405.75	353405.75	3300000.00	0.00	
210	1	0	2404494	64000000.00	42604563.61	0.00	21395436.39	21395436.39	0.00	0.00	
285	1	0	2404495	290000000.00	243750650.45	0.00	46249349.55	46249349.55	45394399.80	293429226.87	
597	1	3	2404496	600000000.00	0.00	568449259.75	31550740.25	600000000.00	0.00	0.00	
205	2	0	2404498							0.00	
210	1	0	2404499	64000000.00	42666666.67	0.00	21333333.33	21333333.33	0.00	0.00	
267	1	0	2404500	50000000.00	19585968.55	0.00	30414031.45	30414031.45	3646670.50	0.00	
255	2	3	2404501							0.00	
562	1	3	2404502	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	77627816.41	
255	1	0	2404503	38500000.00	37540827.69	0.00	959172.31	959172.31	4985769.23	0.00	
346	1	0	2404504	8500000.00	8017055.71	0.00	482944.29	482944.29	0.00	0.00	
334	1	0	2404505	65000000.00	60631061.90	0.00	4368938.10	4368938.10	0.00	0.00	
367	1	3	2404506	25000000.00	0.00	24030000.00	970000.00	25000000.00	0.00	0.00	
405	1	3	2404507	500000000.00	0.00	0.00	500000000.00	500000000.00	0.00	0.00	
131	1	3	2404508	80000000.00	0.00	0.00	80000000.00	80000000.00	0.00	0.00	
290	1	0	2404509	15000000.00	9333333.33	0.00	5666666.67	5666666.67	0.00	0.00	
594	2	3	2404510							0.00	
597	1	3	2404511	150000000.00	10000000.03	0.00	139999999.97	139999999.97	10000000.03	164138732.54	
905	1	3	2404512	25000000.00	11313333.32	0.00	13686666.68	13686666.68	11313333.32	0.00	
245	1	0	2404513	1000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
240	1	3	2404514	25000000.00	5000000.00	0.00	20000000.00	20000000.00	5000000.00	167759092.85	
405	1	3	2404515	1325000000.00	1321500000.02	0.00	3499999.98	3499999.98	1321500000.02	0.00	
599	2	3	2404516							0.00	
596	2	3	2404518							0.00	
597	1	3	2404519	200000000.00	197858333.31	0.00	2141666.69	2141666.69	197858333.31	0.00	
946	1	3	2404520	200000000.00	167469270.82	0.00	32530729.18	32530729.18	166302604.16	0.00	
255	1	0	2404521	77000000.00	59931879.20	0.00	17068120.80	17068120.80	59931879.20	77375853.49	
334	1	0	2404522	36000000.00	33493634.18	0.00	2506365.82	2506365.82	33493634.18	0.00	
245	1	3	2404523	2000000.00	0.00	2000000.00	0.00	2000000.00	0.00	0.00	
479	1	0	2404524	50000000.00	47067171.60	0.00	2932828.40	2932828.40	47067171.60	0.00	
255	1	0	2404525	160000000.00	155493788.54	0.00	4506211.46	4506211.46	155493788.54	0.00	
594	1	3	2404526	5798843.00	0.00	0.00	5798843.00	5798843.00	0.00	5695656.18	
211	1	0	2404527	40000000.00	24303864.81	0.00	15696135.19	15696135.19	24303864.81	0.00	
958	2	3	2404529							14418375.78	
926	1	3	2404530	15000000.00	3083333.33	0.00	11916666.67	11916666.67	3083333.33	22591651.00	
597	1	3	2404531	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	57058959.29	
275	1	3	2404532	27000000.00	15250000.00	0.00	11750000.00	11750000.00	15250000.00	0.00	
275	1	3	2404533	10000000.00	0.00	10000000.00	0.00	10000000.00	0.00	0.00	
651	1	3	2404534	100000000.00	0.00	0.00	0.00	0.00	0.00	99821529.01	
360	1	0	2404535	3500000.00	3445601.08	0.00	54398.92	54398.92	3445601.08	0.00	
255	1	3	2404536	48000000.00	0.00	0.00	48000000.00	48000000.00	0.00	0.00	
290	1	0	2404537	10000000.00	2800000.00	0.00	7200000.00	7200000.00	2800000.00	0.00	
405	2	3	2404538							0.00	
255	1	0	2404539	200000000.00	190450711.90	0.00	9549288.10	9549288.10	190096659.25	207660256.86	
255	1	3	2404540	85000000.00	0.00	18298477.49	66701522.51	85000000.00	0.00	93940476.18	
255	1	0	2404541	35000000.00	22522032.07	0.00	12477967.93	12477967.93	22522032.07	0.00	
594	2	3	2404542							0.00	
240	1	3	2404543	85000000.00	52056259.16	0.00	32943740.84	32943740.84	52056259.16	0.00	
297	1	3	2404544	200000000.00	3500000.00	0.00	196500000.00	196500000.00	3500000.00	225566433.81	
562	2	3	2404545							0.00	
562	1	3	2404546	50000000.00	50000000.00	0.00	0.00	0.00	50000000.00	94414400.27	
562	2	3	2404547							0.00	
131	1	3	2404548	28000000.00	11583333.33	0.00	16416666.67	16416666.67	11583333.33	0.00	
651	1	3	2404549	500000000.00	0.00	0.00	500000000.00	500000000.00	0.00	0.00	
342	1	0	2404550	140000000.00	131933585.45	0.00	8066414.55	8066414.55	131933585.45	236336768.00	
131	1	3	2404551	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	163253664.00	
405	2	3	2404552							0.00	
405	2	3	2404553							0.00	
594	2	3	2404554							13370472.14	
594	2	3	2404555							101304006.20	
210	1	0	2404556	64500000.00	64500000.00	0.00	0.00	0.00	64500000.00	0.00	
327	1	0	2404557	38588400.00	29107854.65	0.00	9480545.35	9480545.35	29090000.45	0.00	
131	1	3	2404558	12000000.00	0.00	10035000.00	1965000.00	12000000.00	0.00	14707222.22	
908	1	3	2404559	75000000.00	59416666.65	0.00	15583333.35	15583333.35	59416666.65	75615944.00	
131	1	3	2404560	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	72899876.63	
131	1	0	2404561	60000000.00	58340296.36	0.00	1659703.64	1659703.64	58272993.91	77237797.72	
131	1	3	2404562	18400000.00	8541666.66	0.00	9858333.34	9858333.34	8541666.66	18361886.57	
592	1	3	2404563	1200000000.00	0.00	0.00	1200000000.00	1200000000.00	0.00	631800000.00	
131	1	3	2404564	30000000.00	3087083.37	1333333.31	25579583.32	26912916.63	3087083.37	0.00	
562	2	3	2404565							0.00	
562	2	3	2404566							0.00	
210	1	0	2404567	100000000.00	100000000.00	0.00	0.00	0.00	100000000.00	116218983.34	
596	2	0	2404568							0.00	
596	2	0	2404569							0.00	
596	2	0	2404570							0.00	
596	2	0	2404571							0.00	
597	1	0	2404572	20000000.00	0.00	0.00	0.00	0.00	0.00	19826395.93	
346	1	0	2404573	43000000.00	43000000.00	0.00	0.00	0.00	43000000.00	0.00	
366	2	3	2404574							91809597.37	
562	1	3	2404575	3000000000.00	0.00	0.00	3000000000.00	3000000000.00	0.00	0.00	
660	1	0	2404576	450000000.00	436260667.55	0.00	13739332.45	13739332.45	436255885.83	495768600.00	
405	2	3	2404579							0.00	
562	2	3	2404580							0.00	
594	1	3	2404581	10000000000.00	7800000000.00	0.00	2200000000.00	2200000000.00	1800000000.00	0.00	
562	2	3	2404582							0.00	
131	1	3	2404584	15000000.00	2000000.00	0.00	13000000.00	13000000.00	2000000.00	0.00	
562	2	3	2404585							0.00	
250	1	0	2404586	317000000.00	310446417.55	0.00	6553582.45	6553582.45	310446417.55	0.00	
562	2	3	2404587							0.00	
297	2	3	2404588							233592352.57	
660	1	0	2404590	246000000.00	231615972.81	0.00	14384027.19	14384027.19	231615972.81	248742061.53	
345	2	0	2404592							228737877.75	
651	2	3	2404594							0.00	
483	2	3	2404595							731723551.96	
131	1	3	2404596	3500000.00	3360151.50	0.00	139848.50	139848.50	3360151.50	0.00	
131	1	3	2404597	25000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
290	1	0	2404597	8000000.00	1109523.44	0.00	6890476.56	6890476.56	1109523.44	0.00	
405	2	3	2404598							0.00	
405	2	3	2404599							0.00	
290	1	0	2404600	237000000.00	151715817.59	0.00	85284182.41	85284182.41	151715817.59	236161848.39	
131	1	3	2404601	15500000.00	5291666.70	0.00	10208333.30	10208333.30	5291666.70	15571076.21	
364	2	3	2404602							72930514.13	
597	2	3	2404603							0.00	
597	2	3	2404604							0.00	
131	1	3	2404605	15200000.00	3227786.13	0.00	11972213.87	11972213.87	3227786.13	1235000.00	
131	1	3	2404606	11856000.00	3080966.73	0.00	8775033.27	8775033.27	3080966.73	1926600.00	
131	2	3	2404607							170173320.00	
405	2	3	2404608							0.00	
302	1	3	2404609	30000000.00	0.00	23780113.79	6219886.21	30000000.00	0.00	19469203.83	
594	1	3	2404610	25000000.00	21166666.65	0.00	3833333.35	3833333.35	21166666.65	24852269.03	
285	2	0	2404611							86773072.94	
131	1	3	2404613	13452000.00	11972280.00	0.00	1479720.00	1479720.00	11972280.00	2185950.00	
949	2	3	2404614							116018341.58	
562	2	3	2404615							0.00	
131	1	3	2404617	11248000.00	11248000.00	0.00	0.00	0.00	11248000.00	1645020.00	
562	2	3	2404618							143658325.16	
297	2	3	2404619							122860157.66	
405	1	3	2404620	172000000.00	56649875.00	0.00	115350125.00	115350125.00	56649875.00	0.00	
205	2	3	2404621							235041712.00	
954	2	3	2404621							235041712.00	
131	1	3	2404622	25000000.00	17589163.91	0.00	7410836.09	7410836.09	17589163.91	30602394.33	
549	2	0	2404623							0.00	
549	2	0	2404624							149787233.25	
285	2	0	2404625							168307638.76	
562	2	3	2404626							994096292.20	
405	2	3	2404627							0.00	
240	2	3	2404628							41130056.12	
937	1	3	2404629	20000000.00	17833333.32	0.00	2166666.68	2166666.68	16749999.98	42918839.07	
290	1	3	2404630	150000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
240	1	3	2404631	70000000.00	69561969.06	0.00	438030.94	438030.94	69561969.06	67393781.32	
405	1	3	2404632	200000000.00	171916666.67	0.00	28083333.33	28083333.33	171916666.67	7046166.23	
405	2	3	2404633							0.00	
405	2	3	2404634							0.00	
947	1	3	2404635	5000000.00	1009613.63	0.00	3990386.37	3990386.37	1009613.63	0.00	
947	1	3	2404636	5000000.00	1000000.00	0.00	4000000.00	4000000.00	1000000.00	0.00	
947	1	3	2404637	5000000.00	3500000.00	0.00	1500000.00	1500000.00	3500000.00	0.00	
947	1	3	2404638	5000000.00	3000000.00	0.00	2000000.00	2000000.00	3000000.00	0.00	
377	1	3	2404639	100000000.00	30666666.65	0.00	69333333.35	69333333.35	30666666.65	257000000.00	
914	1	3	2404640	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	27493863.03	
225	1	3	2404641	200000000.00	0.00	0.00	200000000.00	200000000.00	0.00	0.00	
225	2	3	2404642							0.00	
250	1	0	2404643	100000000.00	56269069.00	0.00	43730931.00	43730931.00	55534938.70	122153317.22	
250	1	3	2404644	25000000.00	0.00	19513699.53	5486300.47	25000000.00	0.00	30527171.71	
205	1	3	2404645	75000000.00	67966519.15	0.00	7033480.85	7033480.85	59667191.14	81618968.42	
947	1	3	2404646	100000000.00	95333333.35	0.00	4666666.65	4666666.65	95333333.35	182094930.00	
483	1	3	2404647	50000000.00	41666666.66	0.00	8333333.34	8333333.34	41666666.66	0.00	
914	1	3	2404648	25000000.00	11559400.00	0.00	13440600.00	13440600.00	9632833.33	0.00	
914	1	3	2404649	25000000.00	0.00	22560000.00	2440000.00	25000000.00	0.00	0.00	
521	2	3	2404650							0.00	
960	1	3	2404651	200000000.00	0.00	0.00	200000000.00	200000000.00	0.00	399794806.28	
960	1	3	2404652	220000000.00	0.00	16235825.00	203764175.00	220000000.00	0.00	660000000.00	
405	1	3	2404653	25000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	1	3	2404654	125000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	1	3	2404655	15000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	1	3	2404656	15000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
1	1	3	2404657	12550000.00	0.00	0.00	0.00	0.00	0.00	0.00	
225	1	3	2404657	12550000.00	8020985.67	0.00	4529014.33	4529014.33	8020985.67	0.00	
405	2	3	2404658							0.00	
297	1	3	2404659	55000000.00	0.00	19137195.51	35862804.49	55000000.00	0.00	84540087.83	
297	1	3	2404660	5100000.00	0.00	1500000.00	3600000.00	5100000.00	0.00	11095200.00	
405	1	3	2404661	1500000000.00	728750000.00	0.00	771250000.00	771250000.00	728750000.00	0.00	
599	2	0	2404662							0.00	
599	2	0	2404663							78958484.51	
131	1	3	2404664	23193000.00	20653380.00	0.00	2539620.00	2539620.00	20653380.00	0.00	
265	1	3	2404665	20616000.00	15642437.96	0.00	4973562.04	4973562.04	15642437.96	0.00	
594	1	3	2404666	1270000000.00	919939516.38	0.00	350060483.62	350060483.62	919939516.38	0.00	
914	1	3	2404667	141000000.00	0.00	0.00	0.00	0.00	0.00	155227113.00	
131	1	3	2404668	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
131	1	3	2404669	16664600.00	11498574.00	0.00	5166026.00	5166026.00	11498574.00	0.00	
215	1	3	2404670	115000000.00	80685043.35	0.00	34314956.65	34314956.65	80685043.35	115026596.76	
364	1	3	2404671	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	30047529.37	
651	1	3	2404672	300000000.00	164583333.33	0.00	135416666.67	135416666.67	164583333.33	16247895.17	
921	2	3	2404673							51206625.00	
275	1	3	2404674	6000000.00	5500000.00	0.00	500000.00	500000.00	5500000.00	0.00	
131	1	3	2404675	27745700.00	27745700.00	0.00	0.00	0.00	27745700.00	0.00	
405	2	3	2404676							0.00	
297	1	3	2404677	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	119558436.31	
131	1	3	2404678	42950000.00	42950000.00	0.00	0.00	0.00	42950000.00	0.00	
131	1	3	2404679	26543100.00	23949200.00	0.00	2593900.00	2593900.00	23949200.00	0.00	
958	1	3	2404680	24000000.00	3333333.34	0.00	20666666.66	20666666.66	3333333.34	0.00	
131	1	3	2404681	29120100.00	29120089.00	0.00	11.00	11.00	29120089.00	0.00	
250	1	3	2404682	30000000.00	0.00	29200000.00	800000.00	30000000.00	0.00	0.00	
245	2	3	2404683							8881920.00	
131	1	3	2404684	9964400.00	9964400.00	0.00	0.00	0.00	9964400.00	0.00	
131	1	3	2404685	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
131	1	3	2404686	28690600.00	25534634.00	0.00	3155966.00	3155966.00	25534634.00	0.00	
255	1	3	2404687	40000000.00	0.00	35443372.25	4556627.75	40000000.00	0.00	45177608.00	
131	1	3	2404688	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
131	1	3	2404689	33071500.00	29433635.00	0.00	3637865.00	3637865.00	29433635.00	0.00	
131	1	3	2404690	9449000.00	8409610.00	0.00	1039390.00	1039390.00	8409610.00	0.00	
131	1	3	2404691	9449000.00	9449000.00	0.00	0.00	0.00	9449000.00	0.00	
131	1	3	2404692	12026000.00	8297940.00	0.00	3728060.00	3728060.00	8297940.00	0.00	
947	2	3	2404693							112712125.22	
952	1	3	2404694	45000000.00	45000000.00	0.00	0.00	0.00	45000000.00	0.00	
483	1	3	2404695	55000000.00	9999999.99	0.00	45000000.01	45000000.01	9749999.99	65909232.00	
131	1	3	2404696	19757000.00	17583730.00	0.00	2173270.00	2173270.00	17583730.00	0.00	
405	2	3	2404697							0.00	
405	2	3	2404698							0.00	
131	1	3	2404699	20959600.00	18654044.00	0.00	2305556.00	2305556.00	18654044.00	0.00	
405	2	3	2404700							0.00	
405	2	3	2404701							0.00	
131	1	3	2404702	33148810.00	29502440.90	0.00	3646369.10	3646369.10	29502440.90	0.00	
934	1	3	2404703	20000000.00	13250000.01	0.00	6749999.99	6749999.99	13250000.01	0.00	
250	1	3	2404704	44000000.00	0.00	0.00	44000000.00	44000000.00	0.00	44596750.00	
131	1	3	2404705	50000000.00	50000000.00	0.00	0.00	0.00	50000000.00	91830202.68	
131	1	3	2404706	35906200.00	35906200.00	0.00	0.00	0.00	35906200.00	0.00	
131	1	3	2404707	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
131	1	3	2404708	17180000.00	15290200.00	0.00	1889800.00	1889800.00	15290200.00	0.00	
377	1	3	2404709	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	72899876.63	
131	1	3	2404710	13056800.00	9009192.00	0.00	4047608.00	4047608.00	9009192.00	0.00	
131	1	3	2404711	21475000.00	18769150.00	0.00	2705850.00	2705850.00	18769150.00	0.00	
131	1	3	2404712	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
131	1	3	2404713	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
920	1	3	2404714	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	25000000.00	
297	1	3	2404715	12000000.00	10333333.33	0.00	1666666.67	1666666.67	10333333.33	32542779.53	
594	1	3	2404716	2000000000.00	0.00	0.00	2000000000.00	2000000000.00	0.00	0.00	
295	1	3	2404717	6000000.00	0.00	5100000.00	900000.00	6000000.00	0.00	0.00	
562	1	3	2404718	2000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
562	2	3	2404718							0.00	
562	1	3	2404719	500000000.00	0.00	0.00	500000000.00	500000000.00	0.00	0.00	
255	1	3	2404720	85000000.00	23000000.00	0.00	62000000.00	62000000.00	23000000.00	0.00	
521	1	3	2404721	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	0.00	
131	1	3	2404722	12885000.00	8890650.00	0.00	3994350.00	3994350.00	8890650.00	0.00	
131	1	3	2404723	42950000.00	38225500.00	0.00	4724500.00	4724500.00	38225500.00	0.00	
255	1	3	2404724	100000000.00	91666666.67	0.00	8333333.33	8333333.33	91666666.67	119817227.20	
405	2	3	2404725							0.00	
562	1	3	2404727	90000000.00	90000000.00	0.00	0.00	0.00	90000000.00	0.00	
131	1	3	2404728	34360000.00	30580400.00	0.00	3779600.00	3779600.00	30580400.00	0.00	
596	2	3	2404729							85217104.08	
131	1	3	2404730	20976780.00	14473978.20	0.00	6502801.80	6502801.80	14473978.20	0.00	
594	2	3	2404731							2934774668.00	
562	1	3	2404732	600000000.00	305000000.00	0.00	295000000.00	295000000.00	305000000.00	0.00	
562	1	3	2404733	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	0.00	
205	1	3	2404734	25000000.00	25000000.00	0.00	0.00	0.00	25000000.00	14415842.23	
562	2	3	2404735							0.00	
562	2	3	2404736							0.00	
255	1	3	2404737	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	5679890.40	
952	1	3	2404738	22500000.00	22500000.00	0.00	0.00	0.00	22500000.00	0.00	
247	1	3	2404740	11500000.00	0.00	0.00	0.00	0.00	0.00	0.00	
297	1	3	2404741	11500000.00	11500000.00	0.00	0.00	0.00	11500000.00	64536913.93	
483	1	3	2404742	9700000.00	9000000.00	0.00	700000.00	700000.00	9000000.00	9700000.00	
952	1	3	2404743	18000000.00	18000000.00	0.00	0.00	0.00	18000000.00	0.00	
952	1	3	2404744	18000000.00	18000000.00	0.00	0.00	0.00	18000000.00	0.00	
280	2	3	2404745							0.00	
513	2	3	2404746							0.00	
905	1	3	2404747	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	54525557.91	
205	1	3	2404748	9300000.00	0.00	9300000.00	0.00	9300000.00	0.00	0.00	
290	1	3	2404749	24000000.00	0.00	5600000.00	18400000.00	24000000.00	0.00	0.00	
245	1	3	2404750	1000000.00	0.00	1000000.00	0.00	1000000.00	0.00	0.00	
210	2	3	2404751							0.00	
290	2	3	2404752							0.00	
594	2	3	2404753							0.00	
280	2	3	2404754							0.00	
405	2	3	2404755							0.00	
946	1	3	2404758	55000000.00	12000000.00	0.00	43000000.00	43000000.00	12000000.00	0.00	
235	1	3	2404759	9000000.00	0.00	0.00	9000000.00	9000000.00	2000000.00	9205358.65	
599	1	3	2404760	50000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
952	1	3	2404761	45000000.00	45000000.00	0.00	0.00	0.00	45000000.00	0.00	
230	1	3	2404762	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	0.00	
405	1	3	2404763	14500000000.00	0.00	0.00	14500000000.00	14500000000.00	0.00	0.00	
958	2	3	2404764							0.00	
596	1	3	2404765	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	0.00	
596	1	3	2404766	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	102943424.46	
210	1	3	2404767	98700000.00	12000000.00	0.00	86700000.00	86700000.00	12000000.00	0.00	
